,user_id,actual,predicted_ranking,precision
1310,1620,"[ 1090793 15972919   855350   906625  1024051  1041925  1051626  1113820
  1116821  1133018  5577122 14025731   831728  1080414  9526626 16806958
  6534178   824122   826385   860436   894462   955774  1075282  1106523
  1110572 15660078 15660094 15972920   874736   902202   917277   919592
   969791   979707   992990  1036401 10285144   840566   896974   917384
  1085333  1086641 15927327 15927528   857849   881883   896369   953104
   975644  1013794  1068719  1083960  1094619  1112598  1119060 13381584
 16729924   850529   949373   950384   975974   995242 15716297   883404
   947798  1029624   883963   934427  1002558  1098066   899617  9245106
   834484   835243   836423   844462   873160   874255   899257   899624
   907652   921744   952593   960209   987464  1055646  1081177  1089021
  1098694  1100658  1131574  6391436  6464126 12171222 13381361 15925334
 15927049 15927661 17106330 17328876   850157   879607   969672   982039
  1038746  1065669  1118012  5591922  5592931  5995176  9837674   871440
   903065   907892   908412   909349  1039600  5569230 12810403 16123358
   837647   853643   880150  1021133  1026346  1070015  1085082  5569845
  9245108 16809686 16829663 16829664]","[ 1095751  6961848  1114251  8293426  8119231   918046  1117219  6978854
   853607  1122568  5578856 13071902  1008675   949257  5569309   951188
   990688   951414   896666  1044188   988277   910207  6534482  9655078
  9707080   948640  1112405   944564   942278   862930  1048727   948381
   852572   827332  5578547  1073426  1077745  9570062  8358383   994223
  5569374   921167   962588  9416653  1010681  5981267   938319  1117556
   856345   850564]",0.6
1311,1621,"[  844165   845914   909129  6533182 15972392   849843   905539   923746
  1062966  1096036  1099316  1101010   827570   843744   856060   895097
   907631   913202   957736   971660  1031255  1038217  1042544  1046587
  1048200  1082185  1106523  6463658  6533878  6633224  7167218  8119303
  9297062  9526563  9837076 13777061 13777402 15831209 16223167 17178955
   838602   844166   845705   882595   896369   914190   916381   922907
   925626   928486   929327   933835   937571   950756   962676   968214
   969463  1013999  1022003  1037076  1050229  1068451  1074524  1084597
  1099089  1108488  1134554  9245413 10180324 12524589 17214934   877358
   926905   947858  1099164  8273950  5978656  6533765  6534178   840601
   909396  1047672 13213211   837579   861819   885863   898342   904023
   940090   952408   973673  1014458  1053763  1079292  6464056 13987338]","[  883819   839208  5568845   922096   853124   862318   845163  6552318
  5569303   866158   821825  1103629  1002418   926523   941515 12132315
   831557  1035207   998270 13876914 13072850  1013407  1007604   835973
  8358933  5568197   890909 12757316  7025496  5572738  1083787   845208
   954651   974766   904129  1094308   984315   966684  1113111   856827
   892314   941361  5591170 12301839   999779   819978  1050851   893018
   902377   948650]",0.6
1312,1622,"[  847677   860776   866574   869243   889632   890441   904811   919092
   928123   958046   995598   996087  1022510  1031864  1057908  1075074
  1091901  1107373  1109939  9221956  9297248 12605331 15778632 15831368
 16809140 16809597   821840  1004001  1130323  8205418 12582260 16809143
   965842   995242  1062002  1082185  1092149   909894   916993   979975
  1078644  5586076  5588121  5589247  8357350  8359136  9420036  9526676
 12605082 12605836 13115812 13944905 14111230 15971875 16769976 16770200
 17106039]","[  864335   842698   989181  1135468   900586  1097635  1109778   861184
   851188  6514287  1067695  1120839  1055403   971807  1121720  1090676
  8090533   835296   865026  1072659 10344725  5569309   843111  1110857
   898847  1120508  9487613  9677923   910207   843339   824305   892862
  9245108  1111986  1073426  1055168  9526676  6463710   930385  1134810
  1026946   851447  1090884   971896  1096728 10455984 13210025 12781564
   978879  9835960]",0.6
1313,1623,"[ 9488065 15452723   871402   871756   885217   887270   896974   899624
   912681   918335   919157   962568   994928  1002558  1010029  1010164
  1024858  1043590  1050310  1051516  1068719  1075282  1078346  1080601
  1104744  1105917  1106271  1106523  1108168  1123556  1138953  9527184
 12731685 13876441   979746  1022003  1041381  1123792  5591627 12731544
 13134039  6533765  6534178 15660189   824193   825749   855914   857638
   859618   870547   878732   883404   890955   892997   903325   913249
   919012   937069   949784   953134   978974   986947  1048833  1064443
  1075755  1077588  1081177  1084008  1086103  1104898  1109805  1123106
  1125123  7441668  7442008  9881948 12524001 12670116 13876835 15926712
 15926927   853221   855488   873178   883932   896938   912137   946484
   989918   999971  1044078  1064908  1103317  5568995  5569230   880895
   883963   906883   919644   921836   935284   948832   985271   996425
  1031193  1044759  1062966  1127624  7443348 13213544   877175   920308
   956699  1034258 15926886]","[  826239  1099164  1125497  8116306   924864 13944905  1108055   862335
   894406  1111818 10457590   921406  7155012   930870   852600   862318
 12428017  1047106  1123496  1136033  5570408  5590695 12523757  7142552
  9859017  1027849  1101010  9856740  1011861  8358933  1004436  1035584
  7410344  7410168   909249  6979415   832288  1006878  5569074   997580
   857538   920025  1000542  1029964   932242  1118306 12731436 12757544
  1042021   869388]",0.6
1314,1624,"[  930545   823626   828106   852317   899624   931996   956486   986912
   997309  1025650  1026118  1050310  1082185   819840   823990   937626
   981944   991379  1062001  5569230  5569845  6391381 15596735   953134]","[ 1006922  1077133   939860  9420327 12523928  1022066  1003321  9837153
  1046037 10180324   894360   894439   861184   849697  1075368  9837076
  9837807   923169   956689  1091809  9553048  1107973   879393 12484491
  1094190  9419960  9420107  7409951  1069256  6552318  6632283  1081533
  7431134  1093490  6391557  7409644  1092092   991465  9526794   878290
  7168774  7168058  9859017  1036093   911545  1017772  1071196  1031419
  1053730  1057168]",0.6
1315,1625,[ 873627 1012587],"[  965530   936117  1125837  1111818  1028705   820582  6391134  8118676
  7409644  5565392 13213240   854754   898043   876669  1047106  7442505
  1069039  1006664  9546982  9396705   990453   994994 13039088  5566717
   896666 13158992  8293440  6391541   898847   896958  1068561  9333734
  1072917  1074040  1021225  1138596  9419528  5563693  1014565   949023
   863885  1091090  9859133   834399   825749   922847   963354  1018316
   851146  1118120]",0.6
1316,1627,"[ 6533765  6534178   829495   842350   861184   865330   880427   886812
   920654   978413   981521  1084796  1093010  1096315  1133169 12352203
 13776981 14050736 15596563 15716933 17328377   902856  1119993 15863656
   894236   934639  1038745   835300   842886   845208   857503   878996
   896672   909714   920752   924006   927191   932179   962782   968932
   970160   985493  1009518  1020208  1024065  1029743  1029968  1031476
  1068292  1068562  1071632  1082185  1085476  6391340  8019416 13911303
 13911564 15971520   844806   862863   938222   956067  1045952  1127758
 12453425 14106445 15716864 16769658 16769686 16769918]","[  936830  1042915  1063876   907099   957938   998519   903800  5570882
  1020208   862725   824758   874853  9419444  1061203   918994   870421
   938300  1046488  1049372   949257   918635  1001412  1070497 12298966
  1036093  1019643  1055504   885023  1057350  1011457  1057102  1102067
  6548453   860299  1135476  1024306   951412   930118  1081177  7024847
  5707857  1029743  1106523  5569230   916122   844179  1044078  1126899
  1070820  1127831]",0.6
1317,1629,"[  822407   835694   838258   838396   846043   861615   866778   873178
   873627   881154   884518   885795   888111   895652   905942   908346
   925012   927191   927841   930917   931671   934639   936374   937292
   938700   941183   941741   945294   947287   951176   958826   959076
   970869   972794   974108   974306   976300   981240   991379   995916
   997506  1013321  1015785  1022003  1029743  1038214  1039876  1042438
  1049788  1050851  1052335  1055853  1063700  1065061  1068708  1078763
  1079987  1084203  1093432  1094352  1098692  1116020  1130858  1134292
  1135071  5592931  6633184  6772795  7138817  7410215  7410290  8090509
  8090521  8118795  8118796  9297223  9655097  9707137  9835408 10121965
 10250632 10344719 10355870 13115727 13416351 15452805 15797817 16059046
 17178955 17179662]","[ 1014732 10457044   928626 12484491   972445   901253   972191  8019916
  1137688   990453  5981267  1034955  1098152   918046   964520   862854
  1020604   887428  6552318 12731447   907418   892573 12731517  1099905
  1053628  1037332  9297349   829950  6391532   859610   820321  5591103
  1134678  1098815  1059922  1094262  1067695  1137505   942778   924531
   925694   952408  1048068   933354   957411   860248   844697   825006
   859427   827919]",0.6
1318,1630,"[  830775   841016   865671  1123454  1128861  6961492 12949301 15927673
   857276   865026   923746   949965  1056509  1068708  1093490  1123842
  8019921  8090653 16809686   856772   928049   972742  1001148  1050131
  1053763  1068719  1072482  1075175  1096036  1107289  5566474  9487603
 15926863 16809471   836445   905539   948670   952865   985160  1082185
  1097846  5585510 12301405   894924   937292  1118006  5978656  7409957
  9420065   854900   958233   971319  1002850  1008892  1024306  1053993
  1098284  1127825  5570383   843346   947316   948102   990869  1087411
 15452645 15926748]","[1108776  948640 1113164  929373  954424  862010  989409 8090513  866488
  824796 1125391 6904798 1043787 1136043 1027835  879504  950935 1051071
 1095587 5566717 6534030  949257 9392700 7431408  911609  995198 5995101
  849090  830935 6391152  996009 6034577  882434  951834  911311  923654
 1001475  983096 1045069 1067425  871570 5567702  877803 1008074 5566307
 6904495  968164  889105 8293426  846502]",0.6
1319,1631,"[  967461  1035676 13511803  1120362  9296919   955659  5569327  8292899
   837644   844165   857697   861494   883404  1025816  1048237  1065061
  1076875   957013   958154   973042   995880  1026162  1029743  1041761
  1043590  1057762  1074868  1091246  1115529 12263439 15592590   844179
   991948  1011876  1120741   923373  6463658 13775320   833723   913202
  9527487  1113588  1132204  8090509  8090537  8090565 13133815 15926712
   963029 15926840   845774   913699   968687   969836  1017201  1118393
   879755  1085604   823721   827667   836286   851676   862582   869077
   869577   870547   885863   892008   908318   908531   911215   918368
   930917   933060   936594   947798   951526   952981   964968   965889
   979707   989075   992622  1016421  1024581  1053763  1066391  1068719
  1072706  1076135  1077703  1098191  1104205  1105616  1105816  1108168
  1120443  1127338  1130858  1132911  6391436  9835903  9859133  9913434
 10457532 12301405 15574281   849274   868075   874736   916767   953476
   955043   962118   968417  1004596  1019078  1023466  1044078  1049735
  1065593  1073150 10254581 12262992 13910885 14025503   866227  1089766
  1124342   839147  1124729   844839  1094371   826249   833935   837579
   868015   878128   922907   937736   938547   938700   961269   963228
   980727  1030819  1062404  1070214  1098066  1100658  1131321  1133827
  9297136 10284972 13213342 15452857]","[  971474  1126890  1069181  1107373  1113381  1098248   957736   986912
  1081177  1070820  5707857  1029743  1106523  5569230   916122   844179
  1044078  1126899  1127831   866211  1005186  8090521   878996  8090537
  5569471  1004906   854852   899624   933835  1075368  6533765  6034857
  5585510   965267   834117   940947   983584 12810393   913210   874972
  5569845  5568378   999858   908318   985999   901062  1040807]",0.6
1320,1632,"[  862349  1082185  5578494  5585635  5587043  8090440 13007994   859402
   904148   967395   970030  1065593  1070820  1071342  1136257  9523079
 13876665]","[  864893   851146 13133916  6533746  1029272   971983  7410304  6632283
   840609  5565664   867272   974766   896666 13190240   964462  1129174
  1057168  1098284  5572898   841365  1065538  1083446  1094924  9707010
  1108094 10198511   913052  1010681   885939  7160764  6552318  8019916
  1006922   906844   956689   999198   972416  5995626   991024   919535
  9420107   842698  6039859  9420067  1003524   829563  1067779 13039578
  1087081   941532]",0.6
1321,1633,"[  826249   827180   828867   831509   833025   834484   842886   854852
   867140   883003   883932   892018   893501   900586   933835   945998
   951590   957736   959316   976597   976998   997128   999913  1013503
  1013746  1026550  1028926  1029743  1033562  1037451  1040807  1040935
  1044207  1053690  1065167  1076738  1085586  1087102  1093839  1111498
  1115577  1119051  1120361  5565356  7025362  9487553 15574281 15926711
 17104889   876991  1135834   922907   923746  1080331  1138682   894426
   829802   829972   839225   844179   859075   869344   874733   894447
   906646   914577   920654   930179   931671   933272   961458   962568
   983260   993689  1004906  1028891  1064213  1068708  1081533  1082185
  1086560  1090676  1095068  1101010  1134678  1135802  5569376  6979806
  7443232  8015407 10121610 13008334 13115554 14110767 16100433  1092724
   908846 12731518 12731632   832442   850157   856857   861021   861499
   885586   902167   925364   929668   937292   940731   943054   962206
   994262  1044511  1055294  1062002  1070727  1075470  1077975  1085095
  1134738  6423890  9859219 12301109 13007846 13115968 13213246 13986925
 13987006 13987135 15716729 16200738 17291347   820165   825618   827218
   842522   846907   851528   855454   858711   870780   872417   916993
   942348   951102   956200   960791   973693   992922   993638   995965
  1002739  1008625  1012913  1018740  1020784  1020962  1023729  1030409
  1040788  1062660  1067928  1086727  1087366  1116190  1117414  1130692
  5569845  5978656  9188792  9707461  9837092  9885520 12263279 12524512
 12810436 13133557 13213271 13876878 17320263]","[ 1002787  8203851  5565802  1045710   869047   915874  9884484   854900
   895910  5570408   928932  7152455  8019916  1128244   985605   951834
  8249371   907418  1091793  1134736  6039740  1069531   987734   895311
  9836526  1077600   903602  6704207   873324   837751  1044188   939789
  1133101   985055 12427353  1062863   923673  1039224   988697   956274
   944172  6904666  6423786  7166862   901976   949784   964968  1138596
  5592931  6391280]",0.6
1322,1634,"[15927327   854042   855468   878637   944249   948756   999360  1022003
  1029743  1081853  5569327 13911119 15452531  1007136   844424   881328
   882441   920971   947798   949965   958695   999971  1003188  1008324
  1009437  1044078  1097815  6034953]","[ 916990 1102003  865511  901776 1132956  847434 9392953 1139915  897088
 9655676  888054 1138596 1137010  983665 5570830 1127470 5996368 9881593
 1108094  899201  985622 1117219 8293382 5565356 8090542 6534074 8090533
 1072917 1075368 1127838  909811 1065538 8090532 1115187 1018818 8090509
 6534552  896666 7441272 1070227  974250 1076666 5563693  948640  904236
  958676  896809 6554544 9362429 1068957]",0.6
1323,1635,[1036681  998119 1117128],"[ 6391137  1028422   872066   916575  1053016  6391086  1028230   939681
  1127470  1114811  1015280   888054  5567325  1058404  6633031  1117219
   856215   924667  1107173   883819  6391517  5566716  1069538  6464208
  8019681   954997  1005849 10285454   876232  6463826  1015597  1069256
  5996054   906830  7443137  1079395  5574045   857540  1042544  1100140
  1022969   918994   983659  1115971 12731432   948966  1110559   926737
   871513  6391532]",0.6
1324,1636,"[ 847270  883404  923746  972931 1098066 1106523 9526274  845208  896862
  901062  903230  909714  962568  999971 1030202 1042697 1055646 1069003
 1075470 1082185 1119089 1138953 5567502 5568072 9245462  837107  844441
  896938  925626 1004705 1076881 1083721 9245413]","[  824193   896666  1007136  5707857  1029743  1106523  5569230   916122
   844179  1044078  1126899  1070820  1127831   866211  1005186  8090521
   878996  8090537  5569471  1004906   854852   899624   986912   933835
  1075368  6533765  1081177  6034857  5585510   965267   834117   940947
   983584 12810393   913210   874972  5569845  5568378   999858   908318
   985999   901062  1040807  1018740  1110843   951412  1101010  1105488
  1037840   880150]",0.6
1325,1637,"[  828479   893437   941198  1055472  1063578  1076135  1107075 16219494
   954493  9879409   951590   978879  1022003  1082185  1103752  1123434
 17214946   823862   883932  1077410  1138826   853235 13377228 16100266
   854976   893501  1053690   866540  1039156  1107839   830125   912388
   922127   943393  9242471 14106445   874753   820301   879699  1046357
  1135195  1136257  6463824]","[  911311  7151824 10204149  1074223  8015407  1092937  1081533   935770
   941515  1083787   896757 10149656   928833   976835   898869  5981267
  9884698  1094308   880469   918598   916990  8090956  9835880   916143
   891956  1016421  1045885  1054080  8069336   843346  1084310  1055168
  6632764   991592   863762  5996054  1054483  1003516   869500   935993
  1079338  9837807  9677435  1138596   945435  1026550  9527408  1057168
   982393  1126895]",0.6
1326,1638,"[  923746  1138443   994928  1058997  7145149   901666  1004906  1036328
  1069415  1092354  5564236 10457044 12330794  1112154]","[ 1012801  5574108   849578   931579   857736  6395907   998519  1068865
   894360   936914   866548  8019916  8019765  1058754  1032703  1054539
   961730  9837065  5565356   970866  1117219  1082269   936741   985866
   849205  1028747   954424 13115375   908843  9859017  1058404  1007152
   860248 10456613   999965  1034081 12731436 10282046  1127716   869728
  9676852  7409663  1059994  1029685  6979803  9677846  6464027   974766
   897752  1076842]",0.6
1327,1639,"[ 1018769  5569327 15926887  1069538  1106523   949023   898572   926282
   986754  1001631  1030093  1080414  1082185  5565664 15972074   878252
   953645  1044650  9445878 15686893   977798  6534480  8090537   851066
   885697  1110244  9575181 17104444 17104695   821730   823990   831628
   866778   914484   929614   937736   985234   990453  1009333  1038663
  1050968  1091689 12330860]","[  991886   962407   887078  1055044  6979579   993430   822970   939860
  1028422  1077133  6919082  5569172   828588  1097280   835988   981660
   942166  1107760 12695224   894439 12384953   949132   830935   958027
  1127470   935993  1051197  5572220  1026550   887428 12385477  1132968
   990256   974958   842392  1017072  1090507   895295   905087   832442
   951954   861899   940726   904148   858001   949257  1048237  1111116
   862010  1128206]",0.6
1328,1640,[ 882604  957063 1031906 1107553  916122  927360 1052512 1077490],"[ 1096573  8090560   936792  1128477  1058404   832442   956689 10149656
   923314   917427  1072693   870515   906611   960421   993838   858514
   979674   936117   918046   879677   847066  1102207 12523757  1005173
   855817  1135044   904812   912860   992362  1124029   954545 12349850
  1090349   976835  1084613   890955   848270  1103618  9469110  1022827
   940726  1059593  9553065  1076226  9419961   947326  1117219  1136375
 12812474  7169090]",0.6
1329,1641,"[  974688  1068562  1126899  8358895 15716677 17106033   835098   875413
   944137   963502   991959   992153  1010424  1076875  1133312 15927505]","[12352249  1124732  7169090   989275 12352364  5572234  1069506   909249
   860703  7441272  1059823  9803433  9487463   946244   859877  6514259
  8090600   868645  8090570  5569309   863263   951164 12352330  1009732
   942278  9553048   936685  8090556   851683  8292967  1064002  6704415
  1069609   864995  6391494  1097761  1014565 10344714  1134483   908882
  9487286  6978994  1080821   968695   864805   839162   842769  6514042
  1010745   967144]",0.6
1330,1642,"[1106523  895268  951590 1051516 1062340 1082185 1133018  883404  900842
 1011578 7409940  845208  900802 1117514]","[ 1091865  7168431   985605   901067  1086119   875306   858439  1045826
  1080472  6463775   941515  1095227 10182664   919489  1120190   851287
  1102207  1060872  9859111  1046562  9653714   908217   866102   839438
  9835960  1036093  9836526  7168058  1082212   871722   959830  1101502
  9836693   995276   969945  9553335   981900   990897  1057350  1117219
   840566   933637   932741  6704415   847434  1131438   894406  5581335
   899019 12757065]",0.6
1331,1643,[ 933692 1022254 1097306 1102207 1108024 1108624 1131974 7139529],"[ 1070129   932949   841365  6463710   918046  1051394   876948 13213082
   890423  1008074  1059902 10344714  1075786   908408   969039   956125
   944249 13841744  7442004  5996588  1094744   958676   996277   950935
  1068957  1053016 13842104   951561  1104027   845163   926033   910184
  1043726  9677159  9884675   863762  6552318 13190349  1095970  1053489
   880168   868645  1028715   895166  1057168  5572220  1121694  1065871
 10285022 13008334]",0.6
1332,1644,"[  831628   879876   961554  1005609  1009046  1011884  1042564  1068843
  1087102  1095926  1115896  8119302  9242345 12731727 15926844 17285290
  1115175   854852   959179   961447   966684   994825  1071939  9527294
 12599756   844023   934852 15800886]","[ 5575861   964462  1078666   968992  9419525   904777   954525   895348
 10456457  6464069 10198511  6533236   829722  6554886  1110031  9676852
   836645  1132789   911388  7168995  9653714   858419  9935616   999391
  6464208  1016863   899027  9526274  1055472  6552920   884686  1016709
  1014509   963835 13115501  6979253  7168026  1096635   898068  1009187
  6534077  1102067  7024990   957063   883932   909714  1076056   901062
 12301109   910151]",0.6
1333,1647,[ 862349 1091901 5978648  827802],"[  890423   875392   879734  1134483  7142552  1117219   856252  1072086
 12524690  7410201 12524245 12484491  1069256  9655212  9881593  6633224
  1085138   910109  1014999  8019273   841606   869388  5565252  8020166
  1082454  1117249   971839   916143  6463649  1034567  1048299 10356076
   835279  6533746   880664  9523058   936889  1017369  1094190  1139023
  7409951   965842   961620  9527160  9884675   834158   830615  5590965
  1112242   961980]",0.6
1334,1648,"[6534178  873654  927379  931255 1019212 1036159 1068224 1075998 1081200
 1132771 5567331 5568320 5592585 6514199 8156774]","[ 7152319   943522  1087411  1092264  8203851  1126045  1057168   949742
 13002975  1036093   983399   928932   977927   863632  1056620  1126808
  1028230  1038745   878222  6704207   876232   969866   962967   951834
 13072766   895311   898363  9575582  1019247  1028938  1001475  1137284
   832442  1077231  1132445  1087695   956486   919681  1010582  7147915
  1038985 12731685  1122358  9926758  1008547  7025202   837751  1107839
 12810464  1125278]",0.6
1335,1649,[1082185 9420082  883202  929726 6391381 9487603],"[  908314  9835880  1098892   908843   918638  1060312   902377  7152319
  9420354   858102   944172   937110   893729   969945   941515   981628
  1011427   903602  5587656  1057350  1095970 13506119  1057113 12132312
   898763  1084551  1096667   964968   892376  1092878  1113820   951227
  1108296   871513   825538   977654  6391532   850562  9524291   862754
  1132445  1013703  6533765  1060316  9526794  1029685  1094262   912280
  1021562   852014]",0.6
1336,1650,"[  872386  1119196 14025006   903325   906017  1013572  1062340  9707506
 16766358   826385   854852   918335   921836   922189   932503   951221
  1076195  1110142  1139651 13039088   819840   828935   848071   925112
   987838  1005456  1026586  5995017]","[ 9392953   948381   974958   929388   872826   948640   916758  1051718
  1044153   894406   843259  5565925 12132648   984140   993685  1109249
   909002  7166865   956666  1044207   908064  1123496   867547   885023
  1079528  9673969  1085920   851683  1121321   849297  1010185  9333734
   903183 12525302   869728   926763  1121393  1011459   944836  1089023
   823099   919766   935393   866355   883068  7168026 12731714  1005274
   831557  1036093]",0.6
1337,1651,"[  853548   902037   927981   941734   948420  1069183  1114483  1123316
 12487613 13417139   870515   874149   878157   900112   954642   995478
  1119051  1130877 13073043  5566695  6602329  8067176 12385374   894451
  1041460  8151721  9419468 13512676 15596533   853235   913459   940839
  1035843  1115576  1135822  5978656  6034857  6704317  8118665  9677163]","[  998519  9836693   874972   899624  5707857  1029743  1106523  5569230
   916122   844179  1044078  1126899  1070820  1127831   866211  1005186
  8090521   878996  8090537  5569471  1004906   854852   986912   933835
  1075368  6533765  1081177  6034857  5585510   965267   834117   940947
   983584 12810393   913210  5569845  5568378   999858   908318   985999
   901062  1040807  1018740  1110843   951412  1101010  1105488  1037840]",0.6
1338,1653,"[  985234   989354  9527159   880460   881154   883218   949116   951348
   963502  1022119  1041616  7025046  7025088   820165   894236   976065
  1043971  1082185   878637   910745   935646  1054323  1055572  1079542
  1089888  1110793  5568489  5569845  5570383  6534077 12452939  6534178
   837569   850990   857849   873654   889919   896369   902377   923746
   975644  1068719  1079541  1080014  8090537  9836140 13416113 15452902
 15926886 15926927   828278   828935   834484   866149   870843   883003
   892008   899624   939103   952981   968018   971486   971922   990209
   994315   995816  1012406  1017535  1044895  1057762  1062001  1070702
  1077512  1084567  1092552  1094352  1101858  1119051  1137688  1138443
  6034857  6034964  8090993  8118708  9677861 13189991 13987006 13987135
 15972113   826952   855468  1046055  6391436   938255   826249   845208
   847789   860776   887474   903325   921836   965766   994928   999971
  1029743  1041531  1055646  1094308  1097603  1105616  1124507  5584913
  8090539  8090600 13910669 13944371 15716671  1119946 15831407   833754
   867931   924804   926087   951590  1031260  1067419  1095645  1120443
  1133877  7166890   907132   915621  1006250  1051323  1062340  1115576
  9546982   823721   844332   858424   866172   868683   869500   914577
   925483   933835   937845   938700   954006  1013321  1031833  1038684
  1058779  1070845  1074697  1113780  1126683  8159215 12301073 12301109
  1116914  1124323   820961   831407   834929   857283  1020682   840601
   847994   865456   890283   907652   977093  1011572  1082627  5568378
 15926712]","[ 1090884  1119946   949257  1083043  1139418   990256  1053019  9526448
  1060318  6551861   851129 12524690  1073426  1126808   984575  1091158
  1104483  1103657  1026946  9526572   994614   991592   918046 12130522
   894360   885686  9859017  8249063 13072766 12385374 12301338   888054
   838571   962967   845265   999360  9419525   983106  1108094  9707498
   883068  1044724  1115711  1056005  9835606   929018  7152319   934156
   998270   831063]",0.6
1339,1654,"[  847270   898068   939965   966408  1009449  1011502 12263239   919535
   968992  1110843  1040788  1082185   861279  7409951]","[ 924004  896757 1036930  986021  855488 1135983 1017772  870428 5566472
  948640  852235  918490  872530  891837  852600  925282 1103657 1125530
  863030  925579 1089881 6391557  942341  959272 8019968 1089986  987734
 6424460  843116 1037089 1078543 6514302  948670  991268  985605 7168759
 9420211 9338009 8204756 1103898 6391517  840609 1066095 1139960 1076516
 1080989  862535  893867 9707010  896666]",0.6
1340,1656,"[  821464   823721   862101   896672  1043590   819210   835296   866211
   892502  1000148  1011300  1043008  1043429  1106523  1110559  1125278
  5565352  7466252 14025593 17901329]","[  867138  1102829   970160   901776  1020208   888586  6391381   921277
   962266  1095944  7024847  1000542   967041  9420067  1079941   929410
  1025650  9419960  1132036   989683   948640   948495  1026118   955687
   961447  5565151   868888   963727   895702   825731   878857   833724
   922847   963868   945662  1092303  6034780   867547  9836434  1019643
   867272   824303  6773115  1137483   930009   834911   995628   963542
   916758 12384695]",0.6
1341,1657,"[  830224   916381   952981   957063  1029743  1037863  1053690  1056762
  1123556   895016   989101 15928076   866227  1123792 12484608   827424
   883404   946489 12188611]","[ 7410021  1030093   839438  1013389  1116253 13115971  5581335   918046
   974766  1115069  1052752   865907  1051197  8019681   843689  7167836
  5569374  5565356   995226  9859017  1138596 10285454   948640   997011
  6552318  1117219 12352172  9655242   868415   998236   826239  5567874
  6534077   949252   919766  1101104   821741   994825  1082090  1120928
 12524690   830941  5569615   941515  6464074  1101477  1134473  8181555
  1134152   895295]",0.6
1342,1658,"[  909894   978906  1082310  1138467   841236   844179  1114041   924978
  1011303   823721   885290   888543   896862   916122   964262   980666
   981760   984715  1004270  1006184  1048472  1116190  1121256  1138443
  7467039  9527323 12301100 15972790]","[  977927  9392700  1026945   948239  1054432  1120009  7169090   830202
  6039740  9655676 13115971  1111080   972416  5568758   894360  7166672
  7409982  9859133  1095227  1119830  9396673 12757653  1032703 13007264
  6632489   916143  1051718   906844  1016421  9676997  8069336   988206
 12385624 12811490  9297177   863762   846482   996087 13672065  1128539
   976335  1075786  8019916 12757425  1068078  1111786   972219   994065
  9677874  7441873]",0.6
1343,1659,"[1050376  821032  824037  849843  869728  888102  909714  960253  961554
  977867 1050851 1077430 1082185 1101173 1043973 1119399  824005  828935
  834484  847270  857503  866211  901062  905081  916482  938366  968215
  970030  976872  987838 1004390 1025399 1028816 1041259 1051516 1072523
 1099089 5568925 6034857 6034964 8118757]","[ 1021519  1130375   928749  7152319  7024927 10341855 12132648   863762
  1046789   861021   949242  7168057   945901  1115971  1065670  7025517
   869755  1138682   920155   981086   832442   826835   842886   968687
  1121028 12754036   827999   852014   838882  9835223  1128812  6463775
  1104649  7025496   898958   896666  1121384  6424471   837304   823704
  8203834   847573 12301073 12301839  1022254 12262778   865528   825343
  1138443   993638]",0.6
1344,1660,"[  827194   864532  7442008 13213120 15926931   866140 12731425   957891
  1070105  1110572   833025   858102   889311   903745   905636   931870
   952122   962274   999971  1015280  1023444  1026118  1038663  1048849
  1077793  1104649  5565866   822073   826833   990453   992128   998741
  1000930  1009719  1053058  1068343 10284865 15452678    78015    86652
   135345   339914   438084  5125174  6570944  7414828  7466194 13880491]","[7442505  915064  884089 1000542 1069256  983897 6533394 1076271 1046488
  933354 1104649 9527184  864048 1045779 1107839  925178 1113274  950575
 1110632  934639  825749 1082185 1026118  930666 1068292  902172  896613
 1106523 1044078 5707857 1029743 5569230  916122  844179 1126899 1070820
 1127831  866211 1005186 8090521  878996 8090537 5569471 1004906  854852
  899624  986912  933835]",0.6
1345,1661,"[  879689   897610   924014   929668   988900  1022374  1029372  1056762
  1057855  6704237  7025363 12386122   962274  1079110  1080853  1098844]","[ 1134633   966778   998519   923600  7024847  1114653  6034648   891415
  1033151  1054483  1024489   955275  1040416   830686  1031253   874853
  8293382  6919082  1117219  1104349  1098719   900379   901772   890423
  1012627   913249  8203782   912684  9655482  1053924  1075796   864279
  6904798  1106271  9655676 13158064   952399   842264   862538   868548
 13007355   874651  9526572  1062117   856942  5568732  1137694   906443
  6602590   962967]",0.6
